id,features
109,"[-0.09152080863714218, -0.6233059167861938, 0.5336674451828003, -0.32940810918807983, 0.2674909234046936, 0.13043707609176636, 0.5614485144615173, -0.3831990659236908, -0.5314335823059082, 0.18310539424419403, 0.5282947421073914, 0.30527621507644653, 0.3163008689880371, 0.1297869235277176, -0.19814230501651764, 0.2806394398212433, -0.24834749102592468, 0.2026323825120926, 0.04417126998305321, -0.009077253751456738, 0.10712245851755142, 0.01385893952101469, 0.2790348529815674, -0.5960790514945984, 0.633256733417511]"
119,"[0.15929517149925232, -0.6149297952651978, 0.8094282746315002, -0.681882381439209, 0.15612979233264923, 0.06333429366350174, 0.3867623209953308, -0.2586972713470459, -0.626978874206543, 0.4516737163066864, 0.8421313166618347, 0.2571241557598114, 0.1509706974029541, 0.15839505195617676, -0.12070634216070175, 0.4755246341228485, 0.08729905635118484, 0.10739855468273163, 0.026439493522047997, 0.1356794685125351, 0.11744750291109085, 0.3659724295139313, 0.2505507171154022, -0.4836196303367615, 0.7700484395027161]"
129,"[0.32362204790115356, -0.7731950879096985, 0.7581008076667786, -0.5374467372894287, 0.20682133734226227, 0.14891554415225983, 0.5780812501907349, -0.037589337676763535, -0.38947999477386475, 0.16580279171466827, 0.4708940088748932, 0.14284981787204742, 0.09468144923448563, 0.1505812406539917, -0.212515190243721, 0.2905850410461426, 0.172216534614563, 0.10988100618124008, -0.11371137201786041, -0.06075155362486839, 0.19833673536777496, 0.6409989595413208, 0.25719600915908813, -0.6334338188171387, 0.7402908205986023]"
139,"[-0.007779784966260195, -0.36745622754096985, 0.42596718668937683, -0.5744400024414062, -0.019125528633594513, 0.06525950878858566, -0.036314401775598526, -0.454412579536438, 0.04047113656997681, 0.17262259125709534, 0.5969459414482117, 0.27290159463882446, 0.38620710372924805, 0.2350870668888092, -0.22046957910060883, 0.4876539409160614, -0.11800698190927505, 0.08763685822486877, -0.2513973116874695, -0.2791639566421509, -0.12137822061777115, 0.40511733293533325, -0.23150978982448578, 0.08657816052436829, 0.38595151901245117]"
149,"[-0.08187958598136902, -0.9878005385398865, 0.9128386378288269, -0.6676429510116577, 0.08649033308029175, -0.10288351029157639, -0.004360353108495474, -0.03792444244027138, -0.6697089076042175, -0.19156692922115326, 0.1205156221985817, -0.3090648055076599, -0.19885000586509705, 0.5413511991500854, -0.135755255818367, 0.5816717147827148, -0.06874736398458481, 0.21959909796714783, -0.1081136167049408, 0.25692322850227356, 0.2906542420387268, 0.15488803386688232, -0.6424403190612793, -0.5488244891166687, 0.3202022314071655]"
159,"[0.10624515265226364, 0.2808418571949005, 0.7553914785385132, -0.6382646560668945, 0.21083931624889374, 0.16770803928375244, 0.2003781497478485, -1.053065299987793, 0.26544317603111267, -0.2327888011932373, 0.5640115141868591, 0.025797177106142044, 0.04036733880639076, -0.4105571210384369, -0.27666643261909485, -0.040935032069683075, -0.3135305345058441, -0.02880912646651268, -0.31697437167167664, 0.7300557494163513, 0.060846101492643356, 0.8596796989440918, 0.4351133704185486, -0.14992651343345642, 0.7969156503677368]"
169,"[0.06283195316791534, -0.5632638931274414, 0.9162347912788391, -0.6489256024360657, 0.2265595644712448, 0.12431054562330246, 0.6104306578636169, -0.6150656938552856, -0.6263028979301453, 0.5358754992485046, 0.4226829707622528, 0.16248229146003723, 0.15635424852371216, -0.06540936976671219, 0.012359539046883583, 0.4303109645843506, -0.10633006691932678, 0.3333013653755188, -0.24261188507080078, 0.10146345943212509, 0.0698237493634224, 0.3483063578605652, -0.009783269837498665, -0.741028904914856, 0.8871195316314697]"
179,"[-0.14104817807674408, -0.40536007285118103, 0.7022619843482971, -0.5924366116523743, 0.025905096903443336, 0.30035313963890076, 0.3753509819507599, -0.5490601658821106, -0.5542469024658203, 0.07104085385799408, 0.250091016292572, 0.058205749839544296, 0.04649941250681877, -0.08537790924310684, -0.11658848077058792, 0.1484152227640152, -0.07094112038612366, 0.22308897972106934, 0.11763805150985718, -0.09063509851694107, 0.23606298863887787, 0.5849028825759888, 0.5723095536231995, -0.9260978102684021, 0.8358348608016968]"
189,"[0.08963655680418015, -0.6462112665176392, 0.4946422874927521, -0.8744281530380249, 0.007052450440824032, 0.14972415566444397, 0.4252661466598511, -0.39872822165489197, -0.42995938658714294, -0.1328982263803482, 0.43141666054725647, 0.2809416949748993, 0.19997401535511017, -0.04204612970352173, -0.18028633296489716, 0.26691535115242004, -0.1544303148984909, -0.3494361340999603, -0.03243158385157585, 0.24702638387680054, 0.1395585983991623, 0.47488194704055786, 0.16163355112075806, -0.47543275356292725, 0.6115767955780029]"
199,"[0.15154114365577698, -0.4750587046146393, 0.284590482711792, -0.9591484665870667, -0.05503716319799423, 0.8476637005805969, 0.5847218632698059, -0.32621580362319946, -0.3284531831741333, -0.05906514450907707, 0.12860870361328125, 0.19735513627529144, 0.01453482173383236, -0.23845534026622772, -0.12366439402103424, 0.029215635731816292, -0.24305470287799835, 0.2779528796672821, 0.016270026564598083, 0.08282258361577988, 0.26852861046791077, 0.4991832673549652, -0.5003095269203186, -0.4333657920360565, 0.5330831408500671]"
209,"[-0.2557141184806824, -0.8138384819030762, 0.3670049011707306, -0.8629561066627502, -0.052575260400772095, 0.1576109230518341, 0.6860910058021545, -0.13801860809326172, -0.5316025018692017, -0.11843838542699814, 0.31281936168670654, 0.762997567653656, 0.46530595421791077, 0.0769602581858635, -0.3250250816345215, 0.18243370950222015, -0.014634029008448124, -0.25569766759872437, 0.030693933367729187, -0.44119200110435486, -0.043408311903476715, 0.32284459471702576, 0.011560583487153053, -0.48687219619750977, 0.6390858292579651]"
219,"[0.19364488124847412, -0.6195914149284363, 0.23501861095428467, -0.8148686289787292, 0.030652489513158798, 0.30026373267173767, 0.3825497031211853, -0.5210651159286499, -0.5428274869918823, -0.17900745570659637, 0.06048884242773056, 0.29508519172668457, -0.056769028306007385, -0.3426414132118225, -0.4430111050605774, 0.30865204334259033, 0.15441356599330902, -0.11737225949764252, 0.35104429721832275, -0.1449134200811386, 0.33445513248443604, 0.3374371826648712, -0.19715173542499542, -0.14572709798812866, 0.9215506911277771]"
229,"[0.06853383034467697, -0.39558422565460205, 0.7820245027542114, -0.5427253246307373, 0.006943776737898588, 0.24323678016662598, 0.5212610363960266, -0.6817238330841064, -0.4725087881088257, 0.05311192572116852, 0.4201434254646301, 0.19603416323661804, 0.0718827098608017, -0.07390045374631882, -0.3345571458339691, -0.06344438344240189, -0.12077801674604416, 0.30837154388427734, 0.09958779066801071, -0.07792399078607559, 0.2410496473312378, 0.44249293208122253, 0.2338082492351532, -0.5968815088272095, 0.7796242237091064]"
239,"[-0.0939202532172203, -0.6804383397102356, 0.7527169585227966, -0.4478130638599396, 0.13084812462329865, 0.31647229194641113, 0.6156399250030518, -0.28265389800071716, -0.49527508020401, 0.2645430564880371, 0.6817211508750916, 0.23329424858093262, -0.030966371297836304, -0.13387101888656616, -0.2825567424297333, 0.46658095717430115, -0.2526649534702301, -0.0785166472196579, 0.1329488456249237, -0.015877017751336098, 0.19283652305603027, 0.5211293697357178, 0.14570464193820953, -0.48949000239372253, 0.7000578045845032]"
249,"[-0.035629089921712875, -0.4459313452243805, 0.6127423644065857, -0.4911838173866272, 0.13183026015758514, 0.2915915548801422, 0.6789625287055969, -0.3747842311859131, -0.39901477098464966, 0.07996410131454468, 0.489014208316803, 0.28534579277038574, 0.1614203006029129, 0.044411592185497284, -0.2326279580593109, 0.3848645091056824, 0.0021498266141861677, -0.1694784164428711, 0.0032481825910508633, 0.15639229118824005, 0.31360048055648804, 0.4930044114589691, 0.20160210132598877, -0.5407389402389526, 0.9549804329872131]"
259,"[-0.15352466702461243, -0.2888176441192627, 0.28651803731918335, 0.26385748386383057, 0.35523805022239685, -0.21841898560523987, 0.7648283243179321, -1.7760764360427856, -0.958973228931427, 0.3637223243713379, -0.0523533932864666, 0.11807560920715332, -0.9652494192123413, 0.009131783619523048, 0.09056210517883301, 0.8005150556564331, -0.46492505073547363, -0.054691970348358154, 0.5976629257202148, 0.298112690448761, -0.04305880144238472, 0.37975019216537476, -0.011394944973289967, 0.2740592658519745, 0.6275919079780579]"
269,"[-0.1485247015953064, -0.4678357243537903, 0.5252418518066406, -0.4077393114566803, -0.2360139638185501, 0.26374557614326477, 0.6071486473083496, -0.4674905836582184, -0.7748252153396606, 0.209641695022583, 0.14450253546237946, 0.06655742228031158, 0.6376855969429016, -0.03809090703725815, 0.2802157998085022, 0.01362693216651678, -0.1577209234237671, -0.18490518629550934, 0.14003823697566986, 0.22438876330852509, 0.45892608165740967, 0.5453226566314697, 0.3587903082370758, -0.7710109353065491, 0.9533253908157349]"
279,"[-0.053693078458309174, -0.5647364854812622, 0.5334544777870178, -0.5887961387634277, 0.12379054725170135, 0.6468305587768555, 0.5234836339950562, -0.19764000177383423, -0.40974512696266174, -0.30677756667137146, 0.0774950459599495, 0.6407721042633057, 0.023700598627328873, 0.13840626180171967, -0.34914276003837585, 0.3460250496864319, 0.4838670790195465, 0.10622195154428482, 0.23722784221172333, -0.16665956377983093, 0.21421563625335693, 0.2784549295902252, 0.036750875413417816, -0.3648982644081116, 0.7188307046890259]"
289,"[-0.16755680739879608, -0.6094289422035217, 0.28970304131507874, -1.0117948055267334, -0.07585158199071884, 0.33090925216674805, 0.25062665343284607, -0.44538414478302, -0.38589879870414734, 0.0032468861900269985, 0.38434717059135437, 0.4429567754268646, 0.19755114614963531, 0.28858664631843567, 0.0018729858566075563, 0.1412680596113205, 0.21360670030117035, -0.3561578094959259, 0.025870775803923607, 0.019688289612531662, 0.20348188281059265, 0.3853651285171509, 0.0880100354552269, -0.3355768024921417, 0.8286954760551453]"
299,"[0.07449911534786224, -0.5502200126647949, 0.5168321132659912, -1.1000434160232544, 0.10760597139596939, 0.22149443626403809, 0.40454748272895813, -0.24755069613456726, -0.38676080107688904, 0.2630713880062103, 0.19430790841579437, -0.23421645164489746, -0.06470796465873718, 0.10538177192211151, -0.549278199672699, 0.42128461599349976, 0.002680520759895444, -0.17724694311618805, -0.21122242510318756, -0.0786290243268013, 0.18624408543109894, 0.4931837320327759, -0.17960485816001892, -0.5843175649642944, 0.6934512853622437]"
309,"[0.2497178614139557, -0.36136043071746826, 0.3351622223854065, -0.923546552658081, 0.2153782844543457, 0.47582119703292847, 0.17167745530605316, -0.7620844841003418, -0.4121743142604828, -0.018967974931001663, 0.10981568694114685, 0.32074499130249023, 0.2895817458629608, 0.045837193727493286, -0.13959866762161255, 0.16371570527553558, -0.2877422571182251, 0.10190087556838989, -0.061116136610507965, 0.1953282356262207, 0.29375147819519043, 0.7394828200340271, -0.04470289871096611, -0.44026559591293335, 0.7082014679908752]"
319,"[0.07899216562509537, -0.8795840740203857, 0.571955680847168, -0.596200704574585, -0.03867063298821449, 0.4378085434436798, 0.6002739667892456, -0.19499564170837402, -0.499055415391922, -0.02566562592983246, 0.035738468170166016, 0.49502161145210266, 0.012366360984742641, 0.17984746396541595, -0.44671329855918884, 0.2863759398460388, -0.1545272320508957, -0.29974645376205444, -0.1248813346028328, -0.03257092088460922, -0.005117283668369055, 0.5689422488212585, 0.2675943374633789, -0.46605971455574036, 0.9526589512825012]"
329,"[-0.9728212952613831, -0.6219339370727539, 0.7242040038108826, -0.3065727651119232, -0.6233412027359009, -0.5388284921646118, 0.9179534316062927, 0.35842111706733704, -0.15896445512771606, -0.3777536451816559, -0.4108738303184509, -0.1339370608329773, 0.19857662916183472, 0.47430387139320374, -0.24503383040428162, -0.03960419073700905, -0.12493244558572769, 0.1272658109664917, 0.504860520362854, 0.5482650995254517, 0.5712898373603821, -0.39657050371170044, 0.07618076354265213, -0.8462067246437073, 0.15720470249652863]"
339,"[-0.2571946978569031, -0.41858911514282227, 0.5990891456604004, -0.6986563205718994, 0.16082601249217987, 0.3985598385334015, 0.6161016225814819, -0.5538876056671143, -0.5284622311592102, -0.06565752625465393, 0.6919265389442444, -0.18722093105316162, 0.043747179210186005, 0.10379226505756378, -0.20866742730140686, 0.05346379056572914, -0.11117449402809143, -0.048592664301395416, 0.4833029806613922, 0.06717489659786224, 0.3134611248970032, 0.14587678015232086, 0.16257262229919434, -0.9981655478477478, 0.5845495462417603]"
349,"[-0.20142973959445953, -0.3963371515274048, 0.6288703083992004, -0.920410692691803, -0.10396430641412735, 0.1463829129934311, 0.42925482988357544, -0.4955100417137146, -0.3421405851840973, -0.12061993777751923, 0.21233820915222168, 0.1373283863067627, -0.013894245959818363, -0.2722027003765106, -0.25393274426460266, 0.28404131531715393, -0.10022441297769547, 0.11667157709598541, 0.044823095202445984, -0.1352768987417221, 0.4189808964729309, 0.28311365842819214, 0.1422823816537857, -0.5698882341384888, 0.8172951340675354]"
359,"[-0.15251971781253815, -0.7792623043060303, 0.6953328251838684, -0.4148402810096741, 0.052167683839797974, 0.012103233486413956, 0.5004917979240417, -0.8897337317466736, -0.8074354529380798, 0.36109161376953125, 0.4268935024738312, -0.09514407068490982, 0.33550316095352173, -0.13388369977474213, -0.1373230367898941, -0.11110708117485046, 0.15397705137729645, 0.10848084837198257, -0.14173761010169983, 0.20832179486751556, -0.2853153944015503, 0.31242087483406067, 0.12046343088150024, -0.29007771611213684, 0.41947463154792786]"
369,"[-0.22225797176361084, -0.2107790857553482, 0.4120827913284302, -0.33325955271720886, 0.36902207136154175, 0.19873596727848053, 0.3884737491607666, -0.30213063955307007, -0.60330730676651, 0.021235298365354538, 0.6348676085472107, 0.24720947444438934, -0.07557323575019836, 0.17207017540931702, -0.38830068707466125, 0.4143838882446289, 0.0559946708381176, -0.3766193985939026, 0.1624506264925003, -0.12148220837116241, 0.2193019986152649, 0.31822729110717773, 0.20892846584320068, -0.44904467463493347, 0.9271383881568909]"
379,"[0.2827214002609253, -0.0541008785367012, 1.0161579847335815, -0.38463789224624634, 0.22326141595840454, 0.20092670619487762, 0.6371344923973083, -0.6046534180641174, -0.2801592946052551, 0.24079629778862, 0.38015228509902954, 0.12551553547382355, 0.16779111325740814, -0.1942833811044693, -0.32499873638153076, -0.019125046208500862, -0.17920194566249847, 0.3070037066936493, 0.23714201152324677, -0.1502263993024826, -0.6203311681747437, 0.5222619771957397, 0.4048316180706024, -0.8202973008155823, 0.38324329257011414]"
389,"[0.06748916208744049, -0.7274463772773743, 0.879284143447876, -0.3716876804828644, 0.20076608657836914, 0.44435277581214905, 0.2882887125015259, -0.7336043119430542, -0.44151049852371216, 0.10696075111627579, 0.11216189712285995, 0.3582164943218231, 0.16524221003055573, -0.08708129823207855, -0.22130128741264343, 0.18655528128147125, -0.117320217192173, 0.0062944614328444, -0.06984660029411316, 0.07756264507770538, -0.0006889755022712052, 0.6564516425132751, 0.5524174571037292, -0.995941698551178, 0.8875067830085754]"
399,"[-0.0726238414645195, -0.25006017088890076, 1.3126518726348877, -1.2281298637390137, -0.08584625273942947, -0.2435111552476883, -0.2654285132884979, -0.2514970898628235, -0.8098381161689758, 0.41774067282676697, 0.24150076508522034, 0.5206000208854675, 0.21493928134441376, -0.07249970734119415, -0.5351973176002502, 0.38902586698532104, -0.25357913970947266, -0.018543444573879242, -0.198667511343956, -0.37929844856262207, -0.48615801334381104, 0.0591406524181366, -0.6690424084663391, -0.3228552043437958, 0.5998656153678894]"
409,"[0.05580733343958855, -0.6837838292121887, 0.08042425662279129, -0.8016427755355835, 0.10889485478401184, 0.5382402539253235, 0.9911829829216003, -0.6017171144485474, -0.24389566481113434, -0.235881507396698, 0.47270581126213074, -0.054049789905548096, -0.13095350563526154, 0.4324590563774109, 0.1342751532793045, -0.10810914635658264, -0.36082467436790466, -0.0779581218957901, -0.1377844512462616, -0.0725385993719101, 0.07355821132659912, -0.03556254506111145, -0.4918785095214844, -0.4962586760520935, 0.8562129139900208]"
419,"[0.14790359139442444, -0.6878213882446289, 0.2616342008113861, -0.5858650207519531, 0.5081637501716614, 0.2228979915380478, 0.4122311770915985, -0.45048534870147705, -0.5150030851364136, 0.518108069896698, 0.15067744255065918, 0.035366374999284744, -0.048996612429618835, -0.1211387887597084, -0.14972691237926483, 0.4436836540699005, 0.13334055244922638, 0.08013065904378891, 0.7082675099372864, -0.2215907722711563, 0.4969450831413269, 0.8599116802215576, 0.21392551064491272, -0.9709525108337402, 0.38687145709991455]"
429,"[-0.011095060966908932, -0.6168546080589294, 0.8868947625160217, -0.6702552437782288, 0.04960564523935318, -0.0930614247918129, 0.26547932624816895, -0.6055065393447876, -0.40186741948127747, 0.24295173585414886, 0.16587196290493011, -0.06427972763776779, 0.00697786221280694, -0.4021121859550476, -0.39071211218833923, -0.2603408396244049, -0.1678878366947174, 0.508690595626831, -0.11606765538454056, 0.01705334335565567, 0.016624152660369873, 0.5397984385490417, 0.32075658440589905, -1.0399219989776611, 0.9527958035469055]"
439,"[0.03019794635474682, -0.5598401427268982, 0.6732385158538818, -0.8901809453964233, 0.10627636313438416, 0.36867761611938477, 0.7376059889793396, -0.15833494067192078, -0.7478294968605042, 0.0805114358663559, 0.34241265058517456, 0.13292653858661652, 0.396937757730484, -0.036318935453891754, -0.39802899956703186, 0.1766030192375183, -0.2991105020046234, -0.42159783840179443, -0.25452226400375366, -0.049909304827451706, -0.05793547257781029, 0.3673210144042969, -0.06380967050790787, -0.4118455946445465, 0.5580928325653076]"
449,"[-0.13322672247886658, -0.6579545736312866, 0.27169445157051086, -0.8946340084075928, -0.3345524072647095, 0.3442913889884949, 0.6027181148529053, -0.20427349209785461, -0.6382445096969604, -0.31793907284736633, 0.23707309365272522, 0.14707708358764648, -0.019742107018828392, 0.06486905366182327, -0.09983065724372864, 0.15262795984745026, -0.2657979726791382, -0.47446757555007935, 0.15187302231788635, 0.10278376936912537, 0.2623284161090851, 0.4929005801677704, 0.12428142875432968, -0.09606749564409256, 0.525016188621521]"
459,"[0.09738733619451523, -0.6833354830741882, 0.5938956141471863, -0.7412052750587463, 0.11155971139669418, 0.3565722703933716, 0.36244073510169983, -0.2742863595485687, -0.6954430341720581, -0.06166829168796539, 0.6385430097579956, -0.0534696951508522, 0.42175817489624023, -0.29039865732192993, -0.38000673055648804, 0.13929256796836853, -0.06563788652420044, -0.4939962327480316, -0.34993448853492737, 0.25704047083854675, 0.014719211496412754, 0.3445310592651367, -0.04098637402057648, -0.4982185363769531, 0.9026998281478882]"
469,"[-0.10841444879770279, -0.5672541260719299, 0.8639915585517883, -0.4097897410392761, -0.13221058249473572, 0.37626224756240845, 0.9416397213935852, 0.0012070212978869677, -0.7787782549858093, -0.3491511046886444, 0.395935982465744, 0.5847481489181519, 0.05794551968574524, 0.046796318143606186, -0.05944221466779709, -0.05227385833859444, -0.24420468509197235, -0.355406254529953, 0.2116878628730774, 0.06607457250356674, -0.10668205469846725, 0.3554932177066803, -0.11495282500982285, -0.4679722785949707, 0.4212407171726227]"
479,"[-0.020163873210549355, -0.6014828681945801, 0.3824789226055145, -0.8900428414344788, -0.1555597186088562, 0.39272111654281616, 0.6863471865653992, -0.5799434781074524, -0.46325206756591797, -0.17415007948875427, -0.1472984254360199, 0.3801932632923126, 0.03931474685668945, -0.17218825221061707, -0.00023780023911967874, 0.06705082207918167, -0.6200928688049316, 0.08341963589191437, 0.005072025116533041, 0.5710549354553223, 0.3081043064594269, 0.31993693113327026, -0.22978095710277557, -0.39033764600753784, 0.8676352500915527]"
489,"[-0.17078547179698944, -1.145783543586731, 0.47653889656066895, -0.5765392780303955, -0.6164880990982056, -0.21750402450561523, 0.4183250367641449, -0.7346917390823364, -0.33374154567718506, -0.3136211335659027, 0.10878369212150574, 0.4129849970340729, 0.33610934019088745, 0.3573775589466095, -0.0024567071814090014, 0.1337902694940567, 0.05452849715948105, -0.19706414639949799, -0.16961687803268433, 0.14271408319473267, -0.09707007557153702, 0.528109610080719, 0.17181284725666046, -0.21395301818847656, 0.39239177107810974]"
499,"[0.0005688362289220095, -0.3154959976673126, 0.8074220418930054, -0.8147263526916504, 0.27950629591941833, 0.8413531184196472, 0.27732279896736145, -0.42826223373413086, -0.5491189956665039, 0.25427892804145813, 0.22152985632419586, 0.43280383944511414, 0.33297792077064514, 0.5878962874412537, -0.0985097736120224, -0.08348057419061661, -0.19898290932178497, 0.1524559110403061, -0.24494577944278717, 0.047377217561006546, -0.13839425146579742, 0.1580689549446106, -0.14076048135757446, -0.5810849666595459, 0.704703688621521]"
509,"[0.1658673882484436, -0.7006697654724121, 0.4956172704696655, -0.45022764801979065, 0.11226250976324081, 0.11781313270330429, 0.3697700798511505, -0.24307845532894135, -0.5274001955986023, -0.019531670957803726, 0.4008205533027649, 0.44796210527420044, 0.228836327791214, 0.19383451342582703, -0.30107730627059937, 0.1988201141357422, 0.14985792338848114, 0.014873296022415161, -0.4389854967594147, -0.12902584671974182, 0.27605578303337097, 0.3371857702732086, 0.1972775012254715, -0.3693060874938965, 0.6623246669769287]"
519,"[-0.12623277306556702, -0.7549201846122742, 1.080425500869751, -0.3962167799472809, -0.02675119787454605, -0.09328334778547287, 0.4558796286582947, -0.6019725799560547, -0.5297426581382751, 0.052724383771419525, 0.43634963035583496, 0.013822252862155437, -0.021849440410733223, 0.08263329416513443, -0.03375142812728882, 0.05752153322100639, 0.05244181677699089, -0.014861936680972576, -0.06753171235322952, 0.1331530213356018, 0.15811476111412048, 0.6518248915672302, 0.2161550670862198, -0.7962692379951477, 1.0001038312911987]"
529,"[0.22559353709220886, -0.46805089712142944, 0.8695966005325317, -0.35576415061950684, 0.2351418137550354, -0.006544751115143299, 0.9261109232902527, 0.24102701246738434, -0.14858368039131165, -0.40747955441474915, 0.5468695759773254, 0.04740981385111809, -0.020876310765743256, -0.04170018807053566, -0.015349574387073517, 0.13088026642799377, 0.26661431789398193, 0.3757288455963135, 0.3622617721557617, -0.6552655100822449, 0.1318584680557251, 0.8793832063674927, 0.22524553537368774, -0.7537166476249695, 0.890542209148407]"
539,"[0.5979720950126648, -0.5070828199386597, 0.9066421389579773, -0.8586780428886414, 0.005811382085084915, 0.18718008697032928, -0.33353424072265625, -0.7857144474983215, -0.29747769236564636, 0.4265933930873871, 0.06648340076208115, 0.27644747495651245, -0.06329163163900375, 0.26988130807876587, -0.31664928793907166, 0.1717052310705185, 0.21110768616199493, -0.6166590452194214, -0.17707686126232147, 0.29548850655555725, 0.025558752939105034, 0.41474848985671997, 0.058826323598623276, -0.3194417655467987, 0.9923553466796875]"
549,"[0.057009756565093994, -0.3926595151424408, 0.6620481014251709, -0.4633590579032898, 0.5051448941230774, 0.17397737503051758, 0.5209946036338806, -0.027883220463991165, -0.49328652024269104, 0.1544349491596222, 0.1860303282737732, 0.7595263719558716, 0.21848848462104797, 0.25649747252464294, -0.4902230501174927, 0.867098867893219, 0.2977888882160187, -0.542174220085144, 0.2741694748401642, 0.0009211266878992319, 1.1057358980178833, 0.3055523633956909, 0.6925250291824341, 0.10619289427995682, 0.5662721395492554]"
559,"[0.07476568967103958, -0.7868524193763733, 0.7136986255645752, -0.35406869649887085, 0.0016872806008905172, 0.09249814599752426, 0.4134385287761688, -0.4336797595024109, -0.26463204622268677, -0.4142746031284332, 0.5565851330757141, 0.22672683000564575, 0.11447510123252869, -0.3009251058101654, 0.0817987397313118, 0.08509072661399841, -0.02368893288075924, 0.06250061839818954, 0.0805615559220314, -0.06313827633857727, -0.05941222235560417, 0.5068653225898743, 0.1596071869134903, -0.775224506855011, 0.7410184144973755]"
569,"[-0.024516675621271133, -0.40619024634361267, 1.329698085784912, -0.7247948050498962, -0.0027516784612089396, 0.27582910656929016, -0.1449035108089447, -0.7942404747009277, -0.47051313519477844, 0.11691046506166458, 0.43459752202033997, -0.09196873009204865, -0.39675676822662354, 0.34276458621025085, 0.11174365878105164, 0.3012450635433197, 0.1889590173959732, 0.24527914822101593, 0.10202483832836151, -0.4317675828933716, 0.4032505750656128, 0.178050234913826, 0.2061438262462616, -0.3869182765483856, 0.8562061190605164]"
579,"[-0.1950826495885849, -0.5411003232002258, 0.9523087739944458, -0.7167457342147827, 0.49075689911842346, 0.2131998986005783, 0.4670446217060089, -0.9100406169891357, -0.4161927402019501, 0.03245582431554794, 0.1547095775604248, 0.012141325511038303, 0.07311514019966125, -0.05374961346387863, -0.12132665514945984, 0.4858328104019165, 0.235447958111763, 0.13014940917491913, -0.0485943928360939, 0.5924684405326843, 0.22277256846427917, 0.744055449962616, 0.08955790102481842, -0.2629436254501343, 0.8897729516029358]"
589,"[-0.6593402028083801, -0.8238007426261902, 0.823208749294281, -0.7491256594657898, -0.03212347626686096, 0.22330528497695923, 0.49153679609298706, -0.34975385665893555, -0.39228248596191406, 0.2336219996213913, -0.022381607443094254, 0.2459745556116104, 0.4236049950122833, -0.16150715947151184, -0.16397038102149963, 0.1647893637418747, -0.49735915660858154, 0.318941593170166, 0.31128567457199097, 0.08498798310756683, -0.08101765811443329, 0.4291546642780304, 0.38913077116012573, -0.25686758756637573, 1.1223978996276855]"
599,"[0.14134344458580017, -0.5215491652488708, 0.581818699836731, -0.6257847547531128, 0.0362137071788311, 0.3183593451976776, 0.38801655173301697, -0.39198532700538635, -0.30629056692123413, -0.33243241906166077, 0.09225703775882721, 0.33533716201782227, 0.1312137395143509, 0.27025026082992554, -0.17104461789131165, 0.15212737023830414, -0.031056201085448265, -0.1731264889240265, 0.1392778903245926, -0.013126039877533913, 0.3035910725593567, 0.1115904450416565, 0.017973918467760086, -0.33495208621025085, 0.5978623032569885]"
609,"[-0.23128661513328552, -0.36545702815055847, 0.7616186141967773, -0.7552896738052368, 0.11613801121711731, 0.1544540822505951, 0.4878010153770447, -0.23412059247493744, -0.4254380762577057, 0.18645137548446655, 0.5435078740119934, 0.14303076267242432, 0.22945092618465424, 0.07002092152833939, -0.031185118481516838, 0.12875473499298096, 0.030017832294106483, 0.01633097045123577, 0.017589466646313667, -0.24364738166332245, 0.003077790839597583, 0.2207442969083786, 0.17550411820411682, -0.27022698521614075, 0.7678022384643555]"
2,"[-0.1678403615951538, -0.47350671887397766, 0.528289258480072, -0.6041955351829529, 0.2920914888381958, 0.23019340634346008, 0.883507251739502, -0.23560364544391632, -0.15012842416763306, 0.39436978101730347, 0.06175766885280609, 0.4775773286819458, 0.3603536784648895, 0.08743423968553543, 0.1211441308259964, 0.4333372414112091, 0.025953076779842377, -0.07878747582435608, 0.17082728445529938, 0.2357691377401352, 0.6787642240524292, 0.17399108409881592, 0.2859897017478943, -0.3486791253089905, 0.8475417494773865]"
12,"[0.35954737663269043, -0.6842052340507507, 0.8328900337219238, -0.5304651856422424, 0.24055369198322296, 0.18693654239177704, 0.6052908897399902, -0.6755108833312988, -0.3793956935405731, 0.19892409443855286, 0.2872771620750427, 0.036220483481884, -0.23376141488552094, -0.3044658601284027, -0.39541175961494446, 0.7324906587600708, 0.09017955511808395, 0.6165030002593994, -0.08132003247737885, 0.3698040843009949, -0.23397120833396912, 0.13792262971401215, 0.44577500224113464, -0.7739631533622742, 1.1641619205474854]"
22,"[-0.6663107872009277, -0.8491261601448059, 0.7646404504776001, -0.8578537106513977, -0.6143062114715576, -0.19317147135734558, 0.797440767288208, -0.2393656075000763, -0.3996783494949341, -0.2721801996231079, 0.4026159644126892, -0.4040276110172272, -0.43683061003685, -0.7461611032485962, -0.01883062534034252, -0.4097015857696533, -0.24767036736011505, 0.22057533264160156, -0.006044801324605942, -0.42164546251296997, 0.14626547694206238, -0.32975202798843384, 0.21564073860645294, 0.33563172817230225, 0.7560192942619324]"
